Country,ISO code,Period,Reference ,,Total fertility,Age-specific fertility rates,,,,,,,Mean age at childbearing ,Source type,Source,Survey name,Note on country or population,Note on age,Note on methods,Note on population data used in denominator,
Haiti,332,Around 2005,2003,2002-2003,3,38,136,163,156,123,63,27,30,Census,National statistics,,,,,,
Haiti,332,Latest,2004,2002-2005,3,68,161,169,175,132,65,13,30,Survey,DHS,Haiti 2005-2006 Demographic and Health Survey,,,,,
Honduras,340,Around 1970,1972,1971-1972,7,171,316,339,307,221,127,18,29,Survey,CPS,Honduras 1971-1972 Encuesta Demográfica Nacional,,,,,
Honduras,340,Around 1985,1984,1983-1984,5,116,249,268,201,155,77,..,28,Survey,National statistics,Honduras 1984 Encuesta Nacional de Salud Materno Infantil,,,,,
Honduras,340,Around 1995,1994,1993-1995,4,136,243,210,169,142,78,12,28,Survey,RHS,Honduras 1996 Encuesta Nacional de Epidemiología y Salud Familiar,,,,,
Honduras,340,..,1999,1998-2001,4,137,229,202,161,94,56,9,27,Survey,RHS,Honduras 2001 Encuesta Nacional de Epidemiología y Salud Familiar,,,,,
Honduras,340,Latest,2004,2002-2005,3,102,169,150,122,73,32,5,27,Survey,DHS,Honduras 2005-2006 Demographic and Health Survey,,,,,
Hungary,348,Around 1970,1970,,1,50,163,110,52,18,4,0,25,Registration,UNSD,,,,,,
Hungary,348,Around 1985,1985,,1,52,152,103,43,14,3,0,25,Registration,UNSD,,,,,,
Hungary,348,Around 1995,1995,,1,31,104,109,50,17,3,0,26,Registration,UNSD,,,,,,
Hungary,348,Around 2005,2005,,1,18,47,82,67,25,4,0,28,Registration,UNSD,,,,,,
Hungary,348,Latest,2010,,1,18,40,74,77,35,7,0,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Iceland,352,Around 1970,1970,,2,73,165,139,101,58,21,1,27,Registration,UNSD,,,,,,
Iceland,352,Around 1985,1985,,1,35,112,117,81,37,6,0,27,Registration,UNSD,,,,,,
Iceland,352,Around 1995,1995,,2,23,94,129,111,51,9,1,28,Registration,UNSD,,,,,,
Iceland,352,Around 2005,2005,,2,14,82,130,114,58,11,1,29,Registration,UNSD,,,,,,
Iceland,352,Latest,2010,,2,13,72,138,128,74,14,0,30,Registration,UNSD,,,,,,
India,356,Around 1970,1972,1971-1972,5,89,260,261,215,141,74,29,29,Sample registration system,National statistics,,,,,,
India,356,Around 1985,1985,,4,89,258,219,150,81,40,17,27,Sample registration system,National statistics,,,,,,
India,356,Around 1995,1997,,3,54,226,188,109,55,26,8,27,Sample registration system,National statistics,,,,,,
India,356,Around 2005,2005,,2,46,223,160,88,35,17,6,26,Sample registration system,National statistics,,,,,,
India,356,Latest,2010,,2,37,199,157,66,30,9,4,26,Sample registration system,National statistics,,,,,,
Indonesia,360,Around 1970,1973,1971-1975,4,127,250,226,170,116,52,16,28,Survey,WFS,Indonesia 1976 World Fertility Survey,,,,,
Indonesia,360,Around 1985,1986,1984-1987,3,59,166,164,122,68,27,10,28,Survey,CPS,Indonesia 1987 National Contraceptive Prevalence Survey,,,,,
Indonesia,360,Around 1995,1996,1994-1997,2,62,143,149,108,66,24,6,28,Survey,DHS,Indonesia 1997 Demographic and Health Survey,,,,,
Indonesia,360,Around 2005,2001,2000-2003,2,51,131,143,99,66,19,4,28,Survey,DHS,Indonesia 2002-2003 Demographic and Health Survey,,,,,
Indonesia,360,Latest,2006,2004-2007,2,51,135,134,108,65,19,6,28,Survey,DHS,Indonesia 2007 Demographic and Health Survey,,,,,
Iran (Islamic Republic of),364,Around 1970,1974,1973-1975,6,152,316,301,242,169,85,32,28,Survey,National statistics,Iran (Islamic Republic of) 1973-1976 Population Growth Survey,,,,,
Iran (Islamic Republic of),364,Around 1985,1986,1985-1986,6,149,303,313,274,211,112,29,29,Census,National statistics,,,,,,
Iran (Islamic Republic of),364,Around 1995,1996,,2,54,135,132,104,89,56,21,30,Census,National statistics,,,,,,
Iran (Islamic Republic of),364,Around 2005,2000,,2,35,110,131,90,48,16,4,28,Survey,National statistics,Iran (Islamic Republic of) 2000 Demographic and Health Survey,,,Estimates based on the own-children method.,,
Iran (Islamic Republic of),364,Latest,2006,,1,31,93,109,85,43,13,4,28,Census,National statistics,,,,Estimates based on the own-children method.,,
Iraq,368,Around 1970,1974,,7,90,260,335,296,243,142,60,31,Survey,National statistics,Iraq 1974 Fertility Survey,,,,,
Iraq,368,Around 1985,1989,1988-1989,5,87,211,240,215,173,86,31,30,Survey,GCHS,Iraq 1989 National Child Health Survey,,,,,
Iraq,368,Around 1995,1996,1994-1998,4,59,182,224,212,148,81,23,30,Survey,National statistics,Iraq 2004 Living Conditions Survey,,,Data pertain to the period of 5 to 9 years before the survey.,,
Iraq,368,Around 2005,2001,1999-2003,4,50,158,204,189,134,58,12,30,Survey,National statistics,Iraq 2004 Living Conditions Survey,,,,,
Iraq,368,Latest,2005,2003-2006,4,68,187,221,188,136,56,9,29,Survey,MICS,Iraq 2006 Multiple Indicator Cluster Survey,,,,,
Ireland,372,Around 1970,1970,,3,17,146,226,201,132,45,4,30,Registration,UNSD,,,,,,
Ireland,372,Around 1985,1985,,2,17,87,160,136,74,21,2,29,Registration,UNSD,,,,,,
Ireland,372,Around 1995,1995,,1,15,52,107,128,61,13,0,30,Registration,UNSD,,,,,,
Ireland,372,Around 2005,2005,,1,17,46,79,130,87,17,1,31,Registration,National statistics,,,,,,
Ireland,372,Latest,2010,,2,15,54,99,139,97,21,1,31,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Israel,376,Around 1970,1970,,3,50,210,232,177,90,21,3,28,Registration,UNSD,,Including data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967.,,,,
Israel,376,Around 1985,1985,,3,25,163,201,144,72,17,1,28,Registration,UNSD,,Including data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967.,,,,
Israel,376,Around 1995,1995,,2,18,122,192,150,78,18,1,29,Registration,UNSD,,Including data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967.,,,,
Israel,376,Around 2005,2005,,2,15,107,170,160,91,23,2,30,Registration,UNSD,,Including data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967.,,,,
Israel,376,Latest,2010,,3,13,109,174,176,104,27,2,30,Registration,UNSD,,Including data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967.,,,,
Italy,380,Around 1970,1970,,2,32,126,153,100,53,16,1,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Italy,380,Around 1985,1985,,1,12,73,102,66,25,5,0,28,Registration,National statistics,,,,,,
Italy,380,Around 1995,1995,,1,7,36,81,76,32,6,0,29,Registration,UNSD,,,,,,
Italy,380,Around 2005,2005,,1,7,33,72,88,50,10,0,30,Registration,UNSD,,Data pertain to resident population only.,,,,
Italy,380,Latest,2010,,1,6,34,75,95,61,14,1,31,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Jamaica,388,Around 1970,1970,,5,167,302,268,190,127,47,8,27,Census,National statistics,,,,,,
Jamaica,388,Around 1985,1984,,2,108,160,139,99,58,23,3,26,Registration,UNSD,,,,,,
Jamaica,388,Around 1995,1995,,2,94,141,126,97,58,18,1,26,Registration,UNSD,,,,,,
Jamaica,388,Around 2005,2004,,1,63,103,86,70,45,16,1,27,Registration,UNSD,,,,,,
Jamaica,388,Latest,2006,,1,63,104,90,73,43,16,1,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Japan,392,Around 1970,1970,,2,4,97,209,86,20,3,0,27,Registration,National statistics,,,,,,
Japan,392,Around 1985,1985,,1,4,61,176,85,18,2,0,28,Registration,UNSD,,,,,,
Japan,392,Around 1995,1995,,1,4,40,113,93,26,3,0,29,Registration,UNSD,,,,,,
Japan,392,Around 2005,2005,,1,5,34,81,83,35,5,0,30,Registration,UNSD,,,,,,
Japan,392,Latest,2010,,1,5,34,85,94,46,8,0,30,Registration,UNSD,,Data refer to Japanese nationals in Japan only.,,,,
Jordan,400,Around 1970,1974,1971-1976,7,124,343,365,332,240,103,19,29,Survey,WFS,Jordan 1976 World Fertility Survey,,,,,
Jordan,400,Around 1985,1989,1987-1990,5,49,219,296,264,188,79,19,30,Survey,DHS,Jordan 1990 Demographic and Health Survey,,,,,
Jordan,400,Around 1995,1996,1994-1997,4,43,172,246,206,144,48,11,29,Survey,DHS,Jordan 1997 Demographic and Health Survey,,,,,
Jordan,400,Around 2005,2006,2004-2007,3,28,148,212,162,121,41,6,29,Survey,DHS,Jordan 2007 Demographic and Health Survey,,,,,
Jordan,400,Latest,2008,2006-2009,3,32,152,238,182,126,37,3,29,Survey,DHS,Jordan 2009 Demographic and Health Survey (Interim),,,,,
Kazakhstan,398,Around 1970,1970,1969-1970,3,30,192,178,135,83,34,9,28,Registration,Eurostat,,,,,,
Kazakhstan,398,Around 1985,1987,,2,41,210,169,104,53,18,1,27,Registration,UNSD,,,,,,
Kazakhstan,398,Around 1995,1995,,2,48,161,119,59,27,6,1,26,Registration,UNSD,,,,,,
Kazakhstan,398,Around 2005,2005,,2,27,139,133,87,46,10,1,27,Registration,National statistics,,,,,,
Kazakhstan,398,Latest,2008,,2,31,158,161,112,61,15,1,28,Registration,UNSD,,,,"Excluding infants born alive of less than 28 weeks' gestation, of less than 1 000 grams in weight and 35 centimeters in length, who die within seven days of birth.",,
Kenya,404,..,1976,1975-1978,8,168,342,357,293,239,145,59,29,Survey,WFS,Kenya 1977-1978 World Fertility Survey,,,,,
Kenya,404,Around 1985,1987,1986-1989,6,153,324,301,243,184,99,29,29,Survey,DHS,Kenya 1989 Demographic and Health Survey,,,,,
Kenya,404,Around 1995,1996,1995-1998,4,111,248,218,188,109,51,16,28,Survey,DHS,Kenya 1998 Demographic and Health Survey,,,,,
Kenya,404,Around 2005,2001,2000-2003,4,114,243,231,196,123,55,15,28,Survey,DHS,Kenya 2003 Demographic and Health Survey,,,,,
Kenya,404,Latest,2007,2005-2008,4,103,238,216,175,118,50,12,28,Survey,DHS,Kenya 2008-2009 Demographic and Health Survey,,,,,
Kiribati,296,Around 1970,1973,,4,66,227,220,172,123,51,8,28,Census,National statistics,,,,,,
Kiribati,296,Around 1985,1985,,4,63,219,242,207,149,60,14,29,Census,National statistics,,,,,,
Kiribati,296,Around 1995,1995,1994-1995,4,61,190,220,205,150,60,20,30,Census,National statistics,,,,,,
Kiribati,296,Around 2005,2000,,3,42,170,205,175,130,49,7,29,Census,National statistics,,,,Adjusted estimate.,,
Kiribati,296,Latest,2005,,3,39,159,175,162,106,44,6,29,Census,National statistics,,,,Adjusted estimate.,,
Kuwait,414,Around 1970,1970,,6,132,318,342,279,211,57,15,28,Registration,UNSD,,,,,,
Kuwait,414,Around 1985,1985,,4,51,198,234,186,142,52,0,29,Registration,UNSD,,,,,,
Kuwait,414,Around 1995,1995,,3,34,160,164,127,91,41,9,29,Registration,UNSD,,,,,,
Kuwait,414,Around 2005,2005,,2,17,130,150,136,84,31,4,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Kuwait,414,Latest,2010,,2,13,112,159,128,82,27,6,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Kyrgyzstan,417,Around 1970,1970,1969-1970,4,41,261,225,199,155,70,20,29,Registration,Eurostat,,,,,,
Kyrgyzstan,417,Around 1985,1985,,3,41,250,227,148,86,31,8,28,Registration,UNSD,,,,,,
Kyrgyzstan,417,Around 1995,1996,1994-1997,3,75,246,179,113,47,13,..,26,Survey,DHS,Kyrgyzstan 1997 Demographic and Health Survey,,,,,
Kyrgyzstan,417,Around 2005,2006,,2,28,174,159,105,60,18,3,28,Registration,UNSD,,,,,,
Kyrgyzstan,417,Latest,2010,,3,34,176,183,136,71,22,3,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Lao People's Democratic Republic,418,Around 1985,1988,1987-1988,6,..,..,..,..,..,..,..,..,Survey,National statistics,Lao People's Democratic Republic 1986-1988 Multi-round Survey,,,,,
Lao People's Democratic Republic,418,..,1992,1990-1994,6,115,297,288,246,190,108,31,29,Survey,National statistics,Lao People's Democratic Republic 1994-1995 Fertility and Birth Spacing Survey,,,,,
Lao People's Democratic Republic,418,Around 1995,1997,1995-1999,4,102,228,224,172,127,70,53,29,Survey,National statistics,Lao People's Democratic Republic 2000 Reproductive Health Survey,,,,,
Lao People's Democratic Republic,418,Around 2005,2004,2002-2005,4,76,228,206,135,97,51,22,28,Survey,National statistics,Lao People's Democratic Republic 2005 Reproductive Health Survey,,,,,
Lao People's Democratic Republic,418,Latest,2005,,4,110,220,240,190,110,40,0,28,Census,National statistics,,,,,,
Latvia,428,Around 1970,1970,,2,28,147,118,70,32,8,0,27,Registration,Eurostat,,,,Adjusted estimate.,,
Latvia,428,Around 1985,1986,,2,45,173,124,64,29,6,0,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Latvia,428,Around 1995,1995,,1,30,98,71,33,15,3,0,25,Registration,UNSD,,,,,,
Latvia,428,Around 2005,2005,,1,16,67,84,61,28,6,0,28,Registration,UNSD,,,,,,
Latvia,428,Latest,2010,,1,17,49,74,57,28,7,0,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Lebanon,422,Around 1970,1970,,4,40,184,259,214,134,65,18,30,Survey,National statistics,Lebanon 1971 National Fertility and Family Planning Survey,,,,,
Lebanon,422,Around 1985,1988,1986-1990,3,47,150,175,126,86,25,8,28,Survey,PAPCHILD,Lebanon 1996 Maternal and Child Health Survey,,,Data pertain to the period of 5 to 9 years before the survey.,,
Lebanon,422,..,1993,1991-1995,2,30,123,147,112,67,22,5,29,Survey,PAPCHILD,Lebanon 1996 Maternal and Child Health Survey,,,,,
Lebanon,422,Around 1995,1995,1995-1996,2,26,122,171,149,84,26,5,29,Survey,National statistics,Lebanon 1994-1996 Population and Housing Survey,,,,,
Lebanon,422,Latest,2001,1999-2003,1,18,77,120,97,47,13,5,29,Survey,PAPFAM,Lebanon 2004 Family Health Survey,,,,,
Lesotho,426,Around 1970,1971,,5,61,248,271,247,173,87,37,30,Survey,National statistics,Lesotho 1971-1973 Demographic Survey,,,,,
Lesotho,426,Around 1985,1986,,5,70,246,256,223,178,95,30,30,Census,National statistics,,,,,,
Lesotho,426,Around 1995,1991,,4,54,186,214,212,149,100,38,31,Survey,National statistics,Lesotho 1991-1992 Demographic and Health Survey (national),,,,,
Lesotho,426,Around 2005,2003,2001-2004,3,92,177,160,122,102,46,9,28,Survey,DHS,Lesotho 2004 Demographic and Health Survey,,,,,
Lesotho,426,Latest,2008,2006-2009,3,96,171,155,117,74,40,7,27,Survey,DHS,Lesotho 2009 Demographic and Health Survey,,,,,
Liberia,430,Around 1970,1970,,6,..,..,..,..,..,..,..,..,Survey,National statistics,Liberia 1970-1971 Population Growth Survey,,,,,
Liberia,430,Around 1985,1984,1983-1986,6,188,287,282,229,177,107,61,29,Survey,DHS,Liberia 1986 Demographic and Health Survey,,,,,
Liberia,430,Around 1995,1999,1997-2000,6,135,279,241,211,171,112,83,30,Survey,National statistics,Liberia 1999-2000 Demographic and Health Survey (national),,,,,
Liberia,430,Around 2005,2005,2004-2007,5,141,243,226,187,142,72,29,28,Survey,DHS,Liberia 2007 Demographic and Health Survey,,,,,
Liberia,430,Latest,2007,2006-2009,5,177,268,241,214,166,81,29,28,Survey,DHS,Liberia 2009 Malaria Indicators Surveys (MIS),,,,,
Libya,434,Around 1970,1972,,7,114,308,350,286,245,110,35,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Libya,434,Around 1985,1981,,6,67,255,290,277,224,108,43,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Libya,434,Around 1995,1994,1992-1995,3,6,68,168,223,190,100,19,33,Survey,PAPCHILD,Libya 1995 Maternal and Child Health Survey,,,,,
Libya,434,Around 2005,2002,,2,4,48,124,156,113,52,5,32,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Libya,434,Latest,2005,2002-2007,2,5,50,122,153,132,58,11,32,Survey,PAPFAM,Libya 2007 Family Health Survey,,,,,
Liechtenstein,438,Around 1970,1968,,2,4,104,204,135,73,35,3,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Liechtenstein,438,Around 1985,1986,,1,6,49,111,83,31,7,3,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Liechtenstein,438,Around 1995,1995,,1,9,45,88,116,47,5,2,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Liechtenstein,438,Around 2005,2005,,1,7,33,77,115,57,11,..,31,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Liechtenstein,438,Latest,2010,,1,1,33,78,108,53,9,1,31,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Lithuania,440,Around 1970,1970,,2,24,158,142,88,48,15,1,27,Registration,Eurostat,,,,,,
Lithuania,440,Around 1985,1985,,2,22,158,136,66,28,8,0,26,Registration,UNSD,,,,"Excluding infants born alive of less than 28 weeks' gestation, of less than 1 000 grams in weight and 35 centimeters in length, who die within seven days of birth.",The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Lithuania,440,Around 1995,1995,,1,40,115,85,39,16,3,0,25,Registration,UNSD,,,,,,
Lithuania,440,Around 2005,2005,,1,19,67,90,53,21,4,0,27,Registration,UNSD,,,,,,
Lithuania,440,Latest,2010,,1,14,56,114,87,33,6,0,28,Registration,UNSD,,,,,,
Luxembourg,442,Around 1970,1970,,1,28,131,126,65,33,9,0,27,Registration,UNSD,,,,,,
Luxembourg,442,Around 1985,1985,,1,11,73,106,67,20,3,0,27,Registration,UNSD,,,,,,
Luxembourg,442,Around 1995,1995,,1,11,67,127,97,35,5,0,28,Registration,UNSD,,,,,,
Luxembourg,442,Around 2005,2005,,1,12,54,102,102,47,9,0,29,Registration,UNSD,,,,,,
Luxembourg,442,Latest,2010,,1,8,42,90,115,56,13,1,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Madagascar,450,Around 1970,1966,,6,141,300,287,284,183,97,32,29,Survey,National statistics,Madagascar 1966 Enquête démographique,,,,,
Madagascar,450,Around 1985,1980,,6,126,282,288,252,209,102,67,30,Survey,National statistics,Madagascar 1980 Enquete Budgets Menages,,,,,
Madagascar,450,Around 1995,1996,1994-1997,5,180,279,254,215,152,88,25,28,Survey,DHS,Madagascar 1997 Demographic and Health Survey,,,,,
Madagascar,450,Around 2005,2002,2000-2003,5,150,245,235,189,130,69,17,28,Survey,DHS,Madagascar 2003-2004 Demographic and Health Survey,,,,,
Madagascar,450,Latest,2007,2006-2009,4,148,234,207,169,131,63,13,28,Survey,DHS,Madagascar 2008-2009 Demographic and Health Survey,,,,,
Malawi,454,Around 1970,1970,,6,132,259,296,234,216,109,86,30,Survey,National statistics,Malawi 1970-1972 Population Change Survey,,,,,
Malawi,454,Around 1985,1982,1980-1984,7,202,319,309,273,201,129,83,29,Survey,National statistics,Malawi 1984 Family Formation Survey,,,,,
Malawi,454,Around 1995,1999,1997-2000,6,172,305,272,219,167,94,41,28,Survey,DHS,Malawi 2000 Demographic and Health Survey,,,,,
Malawi,454,Around 2005,2003,2001-2004,6,162,293,254,222,163,80,35,28,Survey,DHS,Malawi 2004 Demographic and Health Survey,,,,,
Malawi,454,Latest,2009,2007-2010,5,152,269,238,206,162,82,33,29,Survey,DHS,Malawi 2010 Demographic and Health Survey,,,,,
Malaysia,458,Around 1970,1970,,4,54,233,236,216,126,54,15,29,Registration,UNSD,,,,,,
Malaysia,458,Around 1985,1986,,3,24,147,229,184,115,43,5,30,Registration,National statistics,,,,,,
Malaysia,458,Around 1995,1995,,3,17,125,213,171,100,35,4,30,Registration,National statistics,,,,,,
Malaysia,458,Around 2005,2003,,2,13,77,153,139,81,25,3,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Malaysia,458,Latest,2004,,2,13,75,149,136,81,25,3,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Maldives,462,Around 1970,1967,,6,131,294,276,235,182,95,15,29,Census,National statistics,,,,,,
Maldives,462,Around 1985,1989,1989-1990,6,106,286,303,270,199,96,23,29,Census,National statistics,,,,,,
Maldives,462,Around 1995,1996,,3,55,196,190,136,109,41,6,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Maldives,462,Around 2005,2006,,2,15,118,130,97,55,16,1,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Maldives,462,Latest,2010,,2,16,127,133,100,58,17,2,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Mali,466,..,1960,,6,195,311,290,242,171,78,37,28,Survey,National statistics,Mali 1960-1961 Enquête démographique,,,,,
Mali,466,Around 1985,1985,1984-1987,7,206,302,299,268,205,108,32,29,Survey,DHS,Mali 1987 Demographic and Health Survey,,,,,
Mali,466,Around 1995,1994,1993-1996,6,187,299,296,244,205,91,21,28,Survey,DHS,Mali 1995-1996 Demographic and Health Survey,,,,,
Mali,466,..,1999,1998-2001,6,185,290,280,260,202,103,35,29,Survey,DHS,Mali 2001 Demographic and Health Survey,,,,,
Mali,466,Latest,2005,2003-2006,6,188,283,292,255,180,91,25,28,Survey,DHS,Mali 2006 Demographic and Health Survey,,,,,
Malta,470,Around 1970,1970,,2,13,102,131,88,52,17,1,29,Registration,UNSD,,,,,,
Malta,470,Around 1985,1985,,1,12,84,140,95,44,11,0,28,Registration,UNSD,,,,,,
Malta,470,Around 1995,1995,,1,10,68,143,97,37,8,0,29,Registration,UNSD,,,,,,
Malta,470,Around 2005,2005,,1,16,45,97,83,27,6,0,28,Registration,UNSD,,Data pertain to nationals of the country.,,,,
Malta,470,Latest,2010,,1,18,37,84,83,42,5,0,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Marshall Islands,584,Around 1970,1973,,8,126,322,380,374,284,130,70,30,Census,National statistics,,,,,,
Marshall Islands,584,Around 1985,1985,,5,126,348,242,192,118,37,5,27,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Marshall Islands,584,Around 1995,1995,,3,105,249,216,135,57,22,1,26,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Marshall Islands,584,Around 2005,2005,,3,108,230,211,117,61,18,3,26,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Marshall Islands,584,Latest,2006,,3,105,223,229,116,58,13,2,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Martinique,474,Around 1970,1970,,4,58,191,232,191,130,68,7,29,Registration,UNSD,,,,,,
Martinique,474,Around 1985,1985,,2,27,97,144,101,46,12,1,28,Registration,UNSD,,,,,,
Martinique,474,Around 1995,1995,,1,14,74,107,105,50,8,,29,Registration,National statistics,,,,,,
Martinique,474,Around 2005,2004,,1,21,61,116,107,62,17,1,29,Registration,National statistics,,,,,,
Martinique,474,Latest,2007,,1,20,71,117,103,65,21,1,29,Registration,UNSD,,,,Excluding live-born infants who died before their birth was registered.,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Mauritania,478,..,1976,1976-1977,6,118,260,316,294,219,98,32,30,Census,National statistics,,"Data pertain to nomad population only, estimated at 36,3 per cent of the total population in 1977.",,Adjusted estimate.,,
Mauritania,478,Around 1985,1989,1987-1991,5,81,172,213,207,164,98,68,31,Survey,PAPCHILD,Mauritania 1990-1991 Maternal and Child Health Survey,,,,,
Mauritania,478,Around 1995,1999,1998-2001,4,79,167,207,194,142,81,27,30,Survey,DHS,Mauritania 2000-2001 Demographic and Health Survey,,,,,
Mauritania,478,Around 2005,2000,,4,61,143,184,181,147,90,56,31,Census,National statistics,,,,,,
Mauritania,478,Latest,2001,1999-2004,4,88,168,191,188,146,94,43,30,Survey,DHS,Mauritania 2003-2004 Enquête sur la mortalité infantile et le paludisme,,,,,
Mauritius,480,Around 1970,1970,,3,59,192,210,147,114,38,5,28,Registration,National statistics,,,,,,
Mauritius,480,Around 1985,1983,1981-1985,2,43,137,130,85,45,14,2,27,Registration,UN-ECA,,,,,,
Mauritius,480,Around 1995,1995,,2,39,135,130,81,34,8,0,27,Registration,UNSD,,,,,,
Mauritius,480,Around 2005,2005,,1,32,113,109,70,30,8,0,27,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Mauritius,480,Latest,2010,,1,30,79,91,60,26,7,0,27,Registration,UNSD,,,,,,
Mayotte,175,..,1978,1977-1978,7,190,381,378,294,222,97,24,28,Census,National statistics,,,,,,
Mayotte,175,Around 1985,1985,1984-1985,6,..,..,..,..,..,..,..,..,Census,National statistics,,,,,,
Mayotte,175,Around 1995,1996,,5,117,249,247,213,151,93,33,29,Registration,National statistics,,,,,,
Mayotte,175,Around 2005,2002,,4,108,223,226,182,130,51,12,28,Registration,National statistics,,,,,,
Mayotte,175,Latest,2004,,4,106,204,211,177,128,53,10,28,Registration,National statistics,,,,,,
Mexico,484,Around 1970,1970,,6,92,287,315,257,218,144,0,30,Registration,UNSD,,,,,,
Mexico,484,Around 1985,1985,,4,95,244,232,167,118,50,14,28,Registration,UNSD,,,,,,
Mexico,484,Around 1995,1995,,3,85,172,166,124,71,27,8,27,Registration,UNSD,,,,,,
Mexico,484,Around 2005,2005,,2,84,160,141,98,52,16,2,26,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Mexico,484,Latest,2008,,2,87,160,143,99,50,15,2,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Micronesia (Federated States of),583,Around 1970,1973,,7,78,288,369,331,232,116,20,30,Census,National statistics,,,,,,
Micronesia (Federated States of),583,Around 1985,1980,,6,57,222,281,260,224,131,64,31,Census,National statistics,,,,,,
Micronesia (Federated States of),583,Around 1995,1994,,4,47,154,188,177,133,79,29,30,Census,National statistics,,,,,,
Micronesia (Federated States of),583,Around 2005,2003,,3,52,126,181,127,91,41,5,29,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Micronesia (Federated States of),583,Latest,2003,,3,52,126,181,127,91,41,5,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Mongolia,496,Around 1970,1973,,7,83,202,364,368,300,137,44,31,Census,National statistics,,,,,,
Mongolia,496,Around 1985,1985,,5,35,265,349,213,132,75,26,29,Registration,National statistics,,,,,,
